iterations,log_loss,log_fake_loss
532,-2.043003225927451,2.4559680973832463
533,-2.049087043580162,2.452816621385535
534,-1.872556847780638,2.5265025757031094
535,-1.971149440936689,2.473620037689227
536,-1.889968582218083,2.5053808901248895
537,-1.8975456128798927,2.398297122421527
538,-1.9241750045068806,2.4971233119303657
539,-2.162868549656676,2.5124007806803603
540,-2.034362530732383,2.532828699591054
541,-1.840421652533661,2.4731637255483747
542,-1.839444991830396,2.4165325214713547
543,-1.988412301064529,2.494984985127442
544,-1.9190312978068345,2.4415103545380075
545,-1.8370474497770166,2.5481873331220277
546,-2.14632293122911,2.394442479690415
547,-2.2123196083831083,2.444166565251798
548,-1.9938593823629602,2.430752644804493
549,-1.889016140774439,2.454366111223377
550,-1.835240591638195,2.457351384423614
551,-1.9853078690976786,2.4241380723933257
552,-2.2138001119538053,2.4850957773083504
553,-1.9520413179352383,2.594599488900358
554,-1.8333187133550617,2.420386439029668
555,-2.154167942736799,2.4879115293901752
556,-1.796910274631447,2.473459837642191
557,-1.6890593574084942,2.5416767677463814
558,-1.820913849913533,2.505527883262957
559,-1.951408986517121,2.405444170666447
560,-2.032768662652506,2.391481314658399
561,-1.9550307590610554,2.5274166719126656
562,-2.0029243931586618,2.466377248956036
563,-1.8831999562053785,2.5031826042791656
564,-1.9775965528427952,2.4484742007588483
565,-1.9612688470464017,2.507710227583982
566,-2.0964391139612313,2.5288588110216743
567,-1.8207218479984464,2.53118606129652
568,-2.0334129407632426,2.476146162706657
569,-1.697686938071704,2.488154987099276
570,-1.9351486483452673,2.482681478990616
571,-1.9385324482981192,2.4962476443684025
572,-1.7984482109596793,2.5172799686095346
573,-2.0724817029964244,2.4064620888126247
574,-2.0856501213997505,2.5445589488249043
575,-1.9719272325230566,2.539348920981611
576,-2.0045780936190103,2.549536600270867
577,-2.1219929669722717,2.587847438814558
578,-2.163877135033573,2.5352831503187567
579,-2.0049712814948606,2.5867429535139017
580,-2.1185708540954358,2.378359536388998
581,-1.9277357653418,2.506145438738149
582,-2.092803295146809,2.5523611108976865
583,-2.08446318418563,2.5162290915085817
584,-1.979066522678591,2.410358961566661
585,-2.1015842341818503,2.4590511999346423
586,-2.0847559813680974,2.4775954260152657
587,-1.7733196380776142,2.5157141428476137
588,-1.9927544069139682,2.4938922877919283
589,-2.1430883299954746,2.4164292936970515
590,-2.1299247418868945,2.4830949357722756
591,-1.911059027811868,2.4216529406754295
592,-2.1126612719537334,2.467144366636312
593,-1.9952763195577212,2.483921655053954
594,-2.1580844706780598,2.4478438887153904
595,-1.969227676914081,2.4585260144312646
596,-2.1969394246720158,2.5271274305651032
597,-2.068295475477035,2.522869871356247
598,-2.2172466125363455,2.497436430809263
599,-2.012099634539061,2.4950251877186105
600,-2.1016961857082364,2.544647292406026
601,-1.9933984538162828,2.5043479032436577
602,-2.2409421431134438,2.4863828806118713
603,-1.9499234748015528,2.483578014475858
604,-2.095779594588869,2.4202681785872286
605,-1.9124124179194333,2.460700094271966
606,-2.038278037487484,2.4183922840471146
607,-1.9747576603172121,2.5162357153921495
608,-2.0115050248802087,2.46492508287621
609,-2.1354292064871,2.5442791925794275
610,-2.025932463455937,2.543608312440841
611,-2.0140582059874212,2.517548380635528
612,-2.314837207588467,2.506609891088076
613,-1.9998449963435228,2.4854829003751417
614,-1.921076408440229,2.404164541730548
615,-2.15056174596325,2.363896752556881
616,-2.2113354545133146,2.5262433433709335
617,-2.1042178337518056,2.5036498383939927
618,-2.1229894020600457,2.4876802966444327
619,-1.9476549273418224,2.473519322842813
620,-1.868356081260713,2.4556454013170192
621,-1.9734107580527023,2.400611546233295
622,-2.0089016883958086,2.4855130027840953
623,-1.865498510844131,2.4354536411497354
624,-2.119798440055708,2.4281912317278795
625,-1.99160490151056,2.5095200344906163
626,-2.2686989939419133,2.3847434809587407
627,-2.0388003038515325,2.493185779920811
628,-2.0989232732982837,2.534795690494399
629,-2.2062687837551422,2.511748316708631
630,-2.1538913452844137,2.523616735622405
631,-2.2862744232814003,2.5313601119130635
632,-2.1138167829294447,2.408494650329491
633,-2.0841743653824403,2.545910350733871
634,-2.1923368759201707,2.4933381227556906
635,-1.881862512537869,2.5626737976442424
636,-1.9738539819437306,2.5901855275920633
637,-2.1734160393503843,2.426731860121401
638,-2.2042883810241363,2.4770417653625825
639,-2.1049720294248275,2.4362888950716104
640,-2.2376764154350197,2.4425115513873323
641,-1.8051166922243966,2.4065214841058102
642,-1.8030039255698194,2.486285585881455
643,-2.0153930386074985,2.449800391805849
644,-2.1587976310056405,2.5100219066377116
645,-1.8685040640256727,2.501118359032633
646,-1.741438314683906,2.512793786055616
647,-2.082747069685489,2.431061751203011
648,-2.1452975731142914,2.4523881528813463
649,-2.148250694469106,2.4920748594085746
650,-2.0861341237171485,2.4093950581804755
651,-2.1077193585031018,2.542338214274135
652,-2.071321635794219,2.5132295909245506
653,-1.8056451741346056,2.424473037647507
654,-2.0676866516854875,2.4394977964776805
655,-1.8382296736504131,2.569572119360066
656,-1.9865804029049317,2.495821825430741
657,-1.9586078035696934,2.47635202356933
658,-1.9396912300525642,2.5196340601979057
659,-2.058651619721625,2.4589169522816134
660,-1.9064721971311467,2.4884923074129786
661,-1.8097854307577304,2.4597163814967002
662,-1.6107934058575282,2.4789890305888584
663,-1.8375164278942906,2.523353618524412
664,-1.8991730470667736,2.5398825355913557
665,-2.027436582708411,2.5159295845142644
666,-2.107807900114896,2.3820415739949983
667,-1.9944952719173819,2.4850054296737145
668,-2.056615591977002,2.5332551803808703
669,-2.024507216726752,2.5166593987266945
670,-2.12980500938796,2.557782402727132
671,-1.8156782257651192,2.518798866008187
672,-1.8706036648524536,2.5183371979706517
673,-1.9125362963057186,2.4946995868136828
674,-2.067085263032029,2.636766912044918
675,-1.8892521702105243,2.5048260455049185
676,-1.960819201084713,2.5938353301985857
677,-2.0356742124059135,2.482317811090361
678,-2.128397253571006,2.5499700904470366
679,-1.8895079727272515,2.5353904517830035
680,-2.147579532920546,2.4600616383638623
681,-2.170323147800275,2.4871429772732316
682,-2.2010726191996843,2.4819506631518786
683,-1.8754372158589847,2.4721948593962564
684,-2.1288089019807486,2.52252841489651
685,-1.9763527054759287,2.5334038113689785
686,-2.221470754691774,2.562624092368576
687,-2.258767402182105,2.479342962388745
